pixel_separation,gt_magnitude_lower_m,gt_magnitude_upper_m,gt_magnitude_bin,variant,pairs,mean_abs_gt_difference_m,local_difference_mae_m,local_difference_rmse_m,local_difference_bias_m,local_difference_pearson,local_difference_spearman,local_difference_sign_agreement,gt_difference_std_m
64,0.2,0.5,0.20-0.50 m,metric_bias_corrected,61537,0.30862542555698197,0.29985585581472335,0.3791791708617009,0.026318875264499234,0.14507877717341616,0.3006530975621881,0.6548743032647025,0.31729179343244795
64,0.2,0.5,0.20-0.50 m,metric_scale_shift,61537,0.30862542555698197,0.38735822815571724,0.7534727790224408,0.029219768842242165,0.11351874592509413,0.22745886223824371,0.6017517916050507,0.31729179343244795
64,0.2,0.5,0.20-0.50 m,relative_scale_shift,61537,0.30862542555698197,0.257056656747314,0.28395795799350265,0.010932589831799261,0.4649857156602478,0.5990789690858423,0.7894599996749923,0.31729179343244795
64,0.5,1.0,0.50-1.00 m,metric_raw,13199,0.648419151072051,0.6119832276159981,0.6719369891382724,0.039142743214774074,0.19443467340018727,0.319551126049886,0.6598984771573604,0.6597958436475901
64,0.5,1.0,0.50-1.00 m,metric_bias_corrected,13199,0.648419151072051,0.6119832206435326,0.6719369885959442,0.03914274137230911,0.1944346744354382,0.3195513549084479,0.6598984771573604,0.6597958436475901
64,0.5,1.0,0.50-1.00 m,metric_scale_shift,13199,0.648419151072051,0.6678013385033118,1.0480777720643355,0.056402556344734664,0.1462705694766185,0.2755063812234896,0.626638381695583,0.6597958436475901
64,0.5,1.0,0.50-1.00 m,relative_scale_shift,13199,0.648419151072051,0.4996629834617663,0.5404191259401459,0.01622130135820078,0.6033367019777075,0.6917534445574025,0.8790059853019168,0.6597958436475901
64,1.0,inf,1.00+ m,metric_raw,3511,1.7745144723725434,1.647124279737133,2.116532065924673,0.0036805783605616304,0.26689842554053317,0.39263704291242313,0.690116775847337,2.1956928574740204
64,1.0,inf,1.00+ m,metric_bias_corrected,3511,1.7745144723725434,1.6471242673782092,2.1165320505574954,0.0036806244009480247,0.2668984483259521,0.39263733247409177,0.690116775847337,2.1956928574740204
64,1.0,inf,1.00+ m,metric_scale_shift,3511,1.7745144723725434,1.7010374289229873,2.366110586088043,0.1524927328876266,0.25488518655208636,0.38417110804600557,0.6852748504699516,2.1956928574740204
64,1.0,inf,1.00+ m,relative_scale_shift,3511,1.7745144723725434,1.45327964626259,1.9355346802494278,-0.056351567971607924,0.479750898586579,0.6759304904990444,0.8951865565365993,2.1956928574740204
128,0.0,0.02,0.00-0.02 m,metric_raw,442733,0.008596568078277427,0.05317324496302005,0.08586126186413005,0.006568250645400701,0.023530103051086597,0.030952169884831193,0.514771083212769,0.011162214937018359
128,0.0,0.02,0.00-0.02 m,metric_bias_corrected,442733,0.008596568078277427,0.05317324420317469,0.08586126233219273,0.00656825074825716,0.023530098673484923,0.03095215349168268,0.514767493205912,0.011162214937018359
128,0.0,0.02,0.00-0.02 m,metric_scale_shift,442733,0.008596568078277427,0.0829460719013805,0.21578225283004365,0.010599210577206288,-0.0031122682582261957,0.01650335933525704,0.5049093343768286,0.011162214937018359
128,0.0,0.02,0.00-0.02 m,relative_scale_shift,442733,0.008596568078277427,0.02380341532265203,0.09072888405617635,0.00017772718529259727,0.00037195672948219573,0.017556852082996025,0.5088691119400038,0.011162214937018359
128,0.02,0.05,0.02-0.05 m,metric_raw,260557,0.0344707743890972,0.07014720522547632,0.12232683014116642,0.011284381542262103,0.02354777786941873,0.0356161788208843,0.5173033155892952,0.03537877996948346
128,0.02,0.05,0.02-0.05 m,metric_bias_corrected,260557,0.0344707743890972,0.07014720415763134,0.1223268296540327,0.01128438277298317,0.02354779452416098,0.03561619850595069,0.5172956397256646,0.03537877996948346
128,0.02,0.05,0.02-0.05 m,metric_scale_shift,260557,0.0344707743890972,0.14140022964049156,0.3261955415452048,0.021376891610834302,0.0029808423210881834,0.02112915899852847,0.5099268106402821,0.03537877996948346
128,0.02,0.05,0.02-0.05 m,relative_scale_shift,260557,0.0344707743890972,0.045865043200598185,0.08831786015517691,0.0010958335031207446,0.02353214087033912,0.05727515638589712,0.5288478144897277,0.03537877996948346
128,0.05,0.1,0.05-0.10 m,metric_raw,133050,0.07250968855693349,0.10843759120653017,0.1911067928192053,0.02015678552343002,0.05333736701518005,0.09684262152433719,0.5474708756106726,0.07365400709807221
128,0.05,0.1,0.05-0.10 m,metric_bias_corrected,133050,0.07250968855693349,0.10843759117427512,0.19110679114992996,0.020156788731015566,0.0533373696280596,0.09684261058924874,0.5474708756106726,0.07365400709807221
